model,sweep_type,input_tokens_requested,output_tokens_requested,input_tokens_actual,output_tokens_actual,prefill_tokens_per_sec,decode_tokens_per_sec,cpu_freq_khz,timestamp,run,energy_joules,wall_seconds,run_ok
llama-1b,input_sweep,128,64,104,64,150.4,20.2,400000,2026-09-17T12:48:58+08:00,1,178.7329,6.044077297,1
llama-1b,output_sweep,512,8,422,8,149.9,19.5,4753168,2026-09-17T12:49:13+08:00,1,188.6622,5.036307696,1
