model,sweep_type,input_tokens_requested,output_tokens_requested,input_tokens_actual,output_tokens_actual,prefill_tokens_per_sec,decode_tokens_per_sec,cpu_freq_khz,timestamp,run,energy_joules,wall_seconds,run_ok
qwen-coder-1.5b,output_sweep,512,256,421,255,86.2,20.3,400000,2026-09-17T11:13:48+08:00,2,461.9180,19.138899736,1
qwen-coder-1.5b,output_sweep,512,256,421,255,85.9,20.5,400000,2026-09-17T11:14:15+08:00,3,457.4321,19.138164759,1
qwen-coder-1.5b,output_sweep,512,256,421,255,86.2,22.0,400000,2026-09-17T11:14:43+08:00,4,429.9864,18.135315593,1
qwen-coder-1.5b,output_sweep,512,256,421,255,84.7,20.2,400000,2026-09-17T11:15:09+08:00,5,419.2796,19.151426919,1
qwen-coder-1.5b,output_sweep,512,384,421,113,87.2,21.9,400000,2026-09-17T11:15:37+08:00,1,286.6164,12.086331564,1
qwen-coder-1.5b,output_sweep,512,384,421,383,85.1,21.3,400000,2026-09-17T11:15:57+08:00,2,578.2409,25.185940240,1
qwen-coder-1.5b,output_sweep,512,384,421,383,86.4,18.6,3140254,2026-09-17T11:16:30+08:00,3,483.9288,27.240727882,1
qwen-coder-1.5b,output_sweep,512,384,421,383,85.7,19.7,400000,2026-09-17T11:17:06+08:00,4,614.5674,26.195248814,1
qwen-coder-1.5b,output_sweep,512,384,421,383,87.8,18.1,400000,2026-09-17T11:17:40+08:00,5,490.3365,28.256137821,1
qwen-coder-1.5b,output_sweep,512,512,421,385,86.8,21.2,4699945,2026-09-17T11:18:17+08:00,1,591.1691,25.181076217,1
qwen-coder-1.5b,output_sweep,512,512,421,415,85.8,18.3,400000,2026-09-17T11:18:50+08:00,2,520.5065,29.256375753,1
qwen-coder-1.5b,output_sweep,512,512,421,488,86.8,20.4,400000,2026-09-17T11:19:28+08:00,3,673.4333,30.237711985,1
qwen-coder-1.5b,output_sweep,512,512,421,451,83.8,18.0,400000,2026-09-17T11:20:06+08:00,4,550.6127,32.291053915,1
qwen-coder-1.5b,output_sweep,512,512,421,216,85.1,22.0,400000,2026-09-17T11:20:47+08:00,5,400.9891,17.123969634,1
