model,sweep_type,input_tokens_requested,output_tokens_requested,run,elapsed_s,energy_uj,cpu_freq_khz
llama-1b,input_sweep,2048,64,5,1.006992634,117691166849,1363139
llama-1b,input_sweep,2048,64,5,2.013762621,117719032439,4100000
llama-1b,input_sweep,2048,64,5,3.020464676,117746517415,4100000
llama-1b,input_sweep,2048,64,5,4.027573804,117774539133,4600000
llama-1b,input_sweep,2048,64,5,5.033885127,117802963987,4099958
llama-1b,input_sweep,2048,64,5,6.040811471,117830746570,4100000
llama-1b,input_sweep,2048,64,5,7.048254367,117853014030,3200000
llama-1b,input_sweep,2048,64,5,8.058790029,117867472062,400000
llama-1b,input_sweep,2048,64,5,9.069074672,117882017068,400000
llama-1b,input_sweep,2048,64,5,10.080045233,117896625002,3200000
llama-1b,input_sweep,2048,64,5,11.090832769,117911114955,400000
llama-1b,input_sweep,2048,64,5,12.100461569,117925815174,400000
llama-1b,input_sweep,2048,64,5,13.110648336,117940740795,3300000
llama-1b,input_sweep,2048,64,5,14.120817562,117955506871,3300000
llama-1b,input_sweep,2048,64,5,15.130750360,117970391476,3300033
llama-1b,input_sweep,2048,64,5,16.141072168,117985138570,3300000
llama-1b,input_sweep,2048,64,5,17.150900441,118000220684,3300000
llama-1b,input_sweep,2048,64,5,18.160990933,118015109013,3400000
llama-1b,input_sweep,2048,64,5,19.170980375,118030123928,3300033
llama-1b,input_sweep,2048,64,5,20.180608531,118044795521,3499959
llama-1b,input_sweep,2048,64,5,21.189860589,118059839672,3499964
llama-1b,input_sweep,2048,64,5,22.199491043,118074862217,1309062
llama-1b,input_sweep,2048,64,5,23.209870038,118090020137,3498383
llama-1b,output_sweep,512,8,1,.000853747,118128975970,400000
llama-1b,output_sweep,512,8,1,1.007617094,118146604953,400000
llama-1b,output_sweep,512,8,1,2.014755452,118174533470,4100041
llama-1b,output_sweep,512,8,1,3.021545606,118202127821,4100041
llama-1b,output_sweep,512,8,1,4.028831617,118230531923,4100000
llama-1b,output_sweep,512,8,1,5.035670796,118257992119,4094540
llama-1b,output_sweep,512,8,2,.000880007,118287806923,2824378
llama-1b,output_sweep,512,8,2,1.007354716,118305137140,400000
llama-1b,output_sweep,512,8,2,2.014712374,118332442124,4100000
llama-1b,output_sweep,512,8,2,3.021481086,118360330846,400000
llama-1b,output_sweep,512,8,2,4.028173024,118388283289,400000
llama-1b,output_sweep,512,8,2,5.035251334,118415157244,400000
llama-1b,output_sweep,512,8,3,.000911468,118445087099,400000
llama-1b,output_sweep,512,8,3,1.006854486,118461866475,400000
llama-1b,output_sweep,512,8,3,2.014271647,118489187999,4100000
llama-1b,output_sweep,512,8,3,3.021434292,118517234436,4100000
llama-1b,output_sweep,512,8,3,4.028418626,118545348622,3542633
llama-1b,output_sweep,512,8,3,5.035083890,118572553326,400000
llama-1b,output_sweep,512,8,4,.000817406,118603036158,400000
llama-1b,output_sweep,512,8,4,1.007658746,118620339519,400000
llama-1b,output_sweep,512,8,4,2.014275571,118647617587,400000
llama-1b,output_sweep,512,8,4,3.021479006,118675154808,400000
llama-1b,output_sweep,512,8,4,4.028670169,118703271131,400000
llama-1b,output_sweep,512,8,4,5.035777171,118730769351,400000
llama-1b,output_sweep,512,8,5,.000879626,118762015670,400000
llama-1b,output_sweep,512,8,5,1.007140232,118779380921,400000
llama-1b,output_sweep,512,8,5,2.014136775,118806577202,4100000
llama-1b,output_sweep,512,8,5,3.021899629,118834350019,4100000
llama-1b,output_sweep,512,8,5,4.028774263,118862191073,4100041
llama-1b,output_sweep,512,8,5,5.035652910,118889295679,4099957
llama-1b,output_sweep,512,16,1,.000924307,118925109247,400000
llama-1b,output_sweep,512,16,1,1.006861325,118942693369,808468
llama-1b,output_sweep,512,16,1,2.013954069,118969902406,4100000
llama-1b,output_sweep,512,16,1,3.020645359,118997829275,4100000
llama-1b,output_sweep,512,16,1,4.027360491,119025644756,4100000
llama-1b,output_sweep,512,16,1,5.034386989,119053292207,4100000
llama-1b,output_sweep,512,16,2,.000903059,119090192137,400000
llama-1b,output_sweep,512,16,2,1.006771272,119108389539,400000
llama-1b,output_sweep,512,16,2,2.013928319,119137345398,4099958
llama-1b,output_sweep,512,16,2,3.020793982,119165152883,4100000
llama-1b,output_sweep,512,16,2,4.027902649,119192964701,4099958
llama-1b,output_sweep,512,16,2,5.034840377,119220770477,400000
llama-1b,output_sweep,512,16,3,.000874650,119262286606,400000
llama-1b,output_sweep,512,16,3,1.007763997,119279843263,400000
llama-1b,output_sweep,512,16,3,2.014735819,119307217949,4100000
llama-1b,output_sweep,512,16,3,3.021562325,119335123273,4100000
llama-1b,output_sweep,512,16,3,4.028762461,119362070286,400000
llama-1b,output_sweep,512,16,3,5.035528110,119389303005,3506781
llama-1b,output_sweep,512,16,4,.000934373,119428113818,400242
llama-1b,output_sweep,512,16,4,1.007397162,119445367986,400000
llama-1b,output_sweep,512,16,4,2.014601038,119472972651,4100000
llama-1b,output_sweep,512,16,4,3.021437986,119501451399,4100000
llama-1b,output_sweep,512,16,4,4.028700312,119528959202,4099958
llama-1b,output_sweep,512,16,4,5.035605829,119556545802,4100000
llama-1b,output_sweep,512,16,5,.000911298,119591621518,400000
llama-1b,output_sweep,512,16,5,1.007141132,119609004774,1856760
llama-1b,output_sweep,512,16,5,2.014130313,119636738284,4099958
llama-1b,output_sweep,512,16,5,3.020657555,119664942436,4100000
llama-1b,output_sweep,512,16,5,4.027898499,119693083233,4100000
llama-1b,output_sweep,512,16,5,5.035088486,119719880467,4099955
llama-1b,output_sweep,512,32,1,.000855653,119759569269,400000
llama-1b,output_sweep,512,32,1,1.007309933,119777062815,400000
llama-1b,output_sweep,512,32,1,2.014384024,119804284791,3991776
llama-1b,output_sweep,512,32,1,3.021955624,119832291495,4100000
llama-1b,output_sweep,512,32,1,4.029230105,119860402934,4100000
llama-1b,output_sweep,512,32,1,5.036104000,119887646333,400000
llama-1b,output_sweep,512,32,1,6.043455694,119910739536,4100000
llama-1b,output_sweep,512,32,2,.000887446,119939796713,505471
llama-1b,output_sweep,512,32,2,1.007283372,119956791786,400000
llama-1b,output_sweep,512,32,2,2.014561712,119984379911,4100000
llama-1b,output_sweep,512,32,2,3.021700011,120012321429,4100041
llama-1b,output_sweep,512,32,2,4.028576978,120040429817,4100041
llama-1b,output_sweep,512,32,2,5.035484951,120067427428,4100000
llama-1b,output_sweep,512,32,2,6.042656041,120090540345,4100000
llama-1b,output_sweep,512,32,3,.000807977,120120003221,400000
llama-1b,output_sweep,512,32,3,1.007106411,120137352664,400000
llama-1b,output_sweep,512,32,3,2.014325189,120164662104,4099958
llama-1b,output_sweep,512,32,3,3.021673099,120192106980,400000
llama-1b,output_sweep,512,32,3,4.028671543,120220225987,400000
llama-1b,output_sweep,512,32,3,5.035266095,120248075403,400000
llama-1b,output_sweep,512,32,3,6.042534033,120271360561,4097666
llama-1b,output_sweep,512,32,4,.000817333,120300791333,400000
llama-1b,output_sweep,512,32,4,1.006974205,120314612892,400000
llama-1b,output_sweep,512,32,4,2.014423509,120339351659,4100000
llama-1b,output_sweep,512,32,4,3.021128390,120367275843,400000
llama-1b,output_sweep,512,32,4,4.028400189,120395064773,400000
llama-1b,output_sweep,512,32,4,5.035463702,120422984257,400000
llama-1b,output_sweep,512,32,4,6.042417603,120447181400,4100000
llama-1b,output_sweep,512,32,5,.000841638,120481748023,400000
llama-1b,output_sweep,512,32,5,1.007435412,120499149224,400000
llama-1b,output_sweep,512,32,5,2.014599089,120525896103,4100000
llama-1b,output_sweep,512,32,5,3.021679170,120553836889,400000
llama-1b,output_sweep,512,32,5,4.028909215,120581898035,400000
llama-1b,output_sweep,512,32,5,5.035786389,120609664688,400000
llama-1b,output_sweep,512,32,5,6.043135381,120633708877,4100251
llama-1b,output_sweep,512,64,1,.000852170,120666859182,400000
llama-1b,output_sweep,512,64,1,1.007090792,120684359748,400000
llama-1b,output_sweep,512,64,1,2.014169173,120711594664,4100000
llama-1b,output_sweep,512,64,1,3.021124362,120739826403,4100519
llama-1b,output_sweep,512,64,1,4.027774105,120767818336,400000
llama-1b,output_sweep,512,64,1,5.035102265,120795314420,4095891
llama-1b,output_sweep,512,64,1,6.042488763,120818729887,400000
llama-1b,output_sweep,512,64,1,7.049758796,120842108734,4100042
llama-1b,output_sweep,512,64,2,.000861253,120874836189,400000
llama-1b,output_sweep,512,64,2,1.007319710,120893116965,400000
llama-1b,output_sweep,512,64,2,2.014564845,120920774792,4100000
llama-1b,output_sweep,512,64,2,3.021667899,120949213196,4100000
llama-1b,output_sweep,512,64,2,4.029162183,120977968310,4100000
llama-1b,output_sweep,512,64,2,5.036028410,121005245096,4099954
llama-1b,output_sweep,512,64,2,6.043679815,121028991129,4099957
llama-1b,output_sweep,512,64,2,7.051591634,121052868021,4100044
llama-1b,output_sweep,512,64,3,.000862441,121086461136,400000
llama-1b,output_sweep,512,64,3,1.007272264,121103992707,400000
llama-1b,output_sweep,512,64,3,2.014566778,121131687887,3767357
llama-1b,output_sweep,512,64,3,3.021841325,121159184826,4100041
llama-1b,output_sweep,512,64,3,4.028570967,121186762881,4100000
llama-1b,output_sweep,512,64,3,5.035736214,121214489006,399180
llama-1b,output_sweep,512,64,3,6.043047498,121237983819,4098307
llama-1b,output_sweep,512,64,3,7.050663169,121261437067,4100000
llama-1b,output_sweep,512,64,4,.000862396,121296240506,400000
llama-1b,output_sweep,512,64,4,1.007221805,121313798017,400000
llama-1b,output_sweep,512,64,4,2.014430676,121341400241,4100000
llama-1b,output_sweep,512,64,4,3.021092779,121369357689,4100000
llama-1b,output_sweep,512,64,4,4.028228701,121397495434,4100000
llama-1b,output_sweep,512,64,4,5.035146372,121424729923,4100000
llama-1b,output_sweep,512,64,4,6.042656375,121448335331,3641038
llama-1b,output_sweep,512,64,4,7.049540387,121472300541,4574174
llama-1b,output_sweep,512,64,5,.000882529,121509737274,400000
llama-1b,output_sweep,512,64,5,1.007455117,121528326887,1087585
llama-1b,output_sweep,512,64,5,2.014267472,121555813267,4099958
llama-1b,output_sweep,512,64,5,3.021828360,121583402124,4100000
llama-1b,output_sweep,512,64,5,4.028778339,121610904434,4100000
llama-1b,output_sweep,512,64,5,5.035820386,121638868108,4010147
llama-1b,output_sweep,512,64,5,6.042955748,121662511724,4701009
llama-1b,output_sweep,512,64,5,7.050445321,121685867926,4100000
llama-1b,output_sweep,512,128,1,.000857845,121730008988,591489
llama-1b,output_sweep,512,128,1,1.007207754,121747823029,400000
llama-1b,output_sweep,512,128,1,2.014309703,121775699117,4100000
llama-1b,output_sweep,512,128,1,3.021075215,121803498546,4100041
llama-1b,output_sweep,512,128,1,4.028307802,121831317566,400000
llama-1b,output_sweep,512,128,1,5.035339465,121858729117,400000
llama-1b,output_sweep,512,128,1,6.042669169,121882298942,4090779
llama-1b,output_sweep,512,128,1,7.050212200,121905669488,4100000
llama-1b,output_sweep,512,128,1,8.057432266,121928460384,4100000
llama-1b,output_sweep,512,128,1,9.064941202,121951275450,400000
llama-1b,output_sweep,512,128,1,10.071997433,121974004518,4706056
llama-1b,output_sweep,512,128,2,.000871427,122000320002,400000
llama-1b,output_sweep,512,128,2,1.007516297,122017516552,977430
llama-1b,output_sweep,512,128,2,2.014849966,122045122927,4099958
llama-1b,output_sweep,512,128,2,3.021532531,122073266532,4100422
llama-1b,output_sweep,512,128,2,4.028709757,122101390971,400000
llama-1b,output_sweep,512,128,2,5.035405364,122128370456,400000
llama-1b,output_sweep,512,128,2,6.043090024,122151782017,400000
llama-1b,output_sweep,512,128,2,7.050679494,122175348912,4100000
llama-1b,output_sweep,512,128,2,8.057867750,122198521887,4042091
llama-1b,output_sweep,512,128,2,9.065452369,122222350501,4097011
llama-1b,output_sweep,512,128,3,.000892185,122268305644,400000
llama-1b,output_sweep,512,128,3,1.007274826,122285902889,400115
llama-1b,output_sweep,512,128,3,2.014464421,122313224352,400000
llama-1b,output_sweep,512,128,3,3.021778501,122341406226,4099958
llama-1b,output_sweep,512,128,3,4.029184649,122369462307,4099958
llama-1b,output_sweep,512,128,3,5.036075454,122396948564,4100044
llama-1b,output_sweep,512,128,3,6.043592855,122420178363,4100000
llama-1b,output_sweep,512,128,3,7.051734261,122443659748,4100000
llama-1b,output_sweep,512,128,3,8.059325129,122467787861,4286592
llama-1b,output_sweep,512,128,3,9.066480451,122491879535,4098307
llama-1b,output_sweep,512,128,3,10.073986926,122516318986,4100000
llama-1b,output_sweep,512,128,4,.000870345,122543775154,562198
llama-1b,output_sweep,512,128,4,1.007080821,122560659815,400000
llama-1b,output_sweep,512,128,4,2.014095456,122588193802,4100000
llama-1b,output_sweep,512,128,4,3.021329199,122615694831,4100000
llama-1b,output_sweep,512,128,4,4.028263432,122643663143,4100000
llama-1b,output_sweep,512,128,4,5.035230374,122671361985,4100000
llama-1b,output_sweep,512,128,4,6.042526657,122695170884,4100000
llama-1b,output_sweep,512,128,4,7.049891321,122718688891,400000
llama-1b,output_sweep,512,128,4,8.057226961,122741740773,4110073
llama-1b,output_sweep,512,128,4,9.064476709,122764967398,4100000
llama-1b,output_sweep,512,128,4,10.071928141,122788533621,4597717
llama-1b,output_sweep,512,128,5,.000881151,122816084027,400000
llama-1b,output_sweep,512,128,5,1.007196817,122833887082,1814680
llama-1b,output_sweep,512,128,5,2.014243351,122861660448,4099958
llama-1b,output_sweep,512,128,5,3.021074752,122889503273,4100041
llama-1b,output_sweep,512,128,5,4.028556345,122917971095,4100000
llama-1b,output_sweep,512,128,5,5.035601687,122945059283,4099952
llama-1b,output_sweep,512,128,5,6.042999697,122968544330,4100000
llama-1b,output_sweep,512,128,5,7.050335210,122992149311,4100000
llama-1b,output_sweep,512,128,5,8.057634831,123015235617,4100047
llama-1b,output_sweep,512,128,5,9.065101927,123038521080,4100000
llama-1b,output_sweep,512,256,1,.000856706,123090033643,400000
llama-1b,output_sweep,512,256,1,1.007212272,123107584746,400000
llama-1b,output_sweep,512,256,1,2.014246449,123134821248,4100000
llama-1b,output_sweep,512,256,1,3.021283869,123163069040,4100041
llama-1b,output_sweep,512,256,1,4.028217703,123191348508,400000
llama-1b,output_sweep,512,256,1,5.035411265,123218895984,4096072
llama-1b,output_sweep,512,256,1,6.042959972,123242319203,4100120
llama-1b,output_sweep,512,256,1,7.050632559,123266088124,4100000
llama-1b,output_sweep,512,256,1,8.058291250,123289558279,4100000
llama-1b,output_sweep,512,256,1,9.065524948,123312762626,4100000
llama-1b,output_sweep,512,256,1,10.072655117,123336426018,4700000
llama-1b,output_sweep,512,256,1,11.079957937,123360108696,4100000
llama-1b,output_sweep,512,256,1,12.087754257,123383709710,3935682
llama-1b,output_sweep,512,256,1,13.095035753,123407089472,4100041
llama-1b,output_sweep,512,256,1,14.101940445,123430786311,4100000
llama-1b,output_sweep,512,256,1,15.109153456,123454219906,4100000
llama-1b,output_sweep,512,256,2,.000824611,123483498700,1311295
llama-1b,output_sweep,512,256,2,1.006434036,123498989383,400000
llama-1b,output_sweep,512,256,2,2.013489658,123522505375,400000
llama-1b,output_sweep,512,256,2,3.020374628,123549848201,400000
llama-1b,output_sweep,512,256,2,4.027577135,123578065536,400000
llama-1b,output_sweep,512,256,2,5.034610924,123606083775,400000
llama-1b,output_sweep,512,256,2,6.041487377,123630121677,4101806
llama-1b,output_sweep,512,256,2,7.048733702,123653886753,400000
llama-1b,output_sweep,512,256,2,8.056484619,123677316625,4100000
llama-1b,output_sweep,512,256,2,9.064032075,123701355381,4099958
llama-1b,output_sweep,512,256,2,10.071395262,123726655487,4100055
llama-1b,output_sweep,512,256,2,11.078724912,123751672513,4100000
llama-1b,output_sweep,512,256,2,12.085888994,123775957058,3573916
llama-1b,output_sweep,512,256,2,13.093568397,123799613797,3795912
llama-1b,output_sweep,512,256,2,14.100978817,123823398160,4100000
llama-1b,output_sweep,512,256,2,15.108205504,123846914823,2761608
llama-1b,output_sweep,512,256,3,.000885674,123875493424,400000
llama-1b,output_sweep,512,256,3,1.007553567,123892516025,400000
llama-1b,output_sweep,512,256,3,2.014487982,123920284814,4099958
llama-1b,output_sweep,512,256,3,3.021670999,123947270462,400000
llama-1b,output_sweep,512,256,3,4.028673010,123975417668,400000
llama-1b,output_sweep,512,256,3,5.035497461,124002855342,4100000
llama-1b,output_sweep,512,256,3,6.043185986,124026103940,400000
llama-1b,output_sweep,512,256,3,7.050519746,124049861142,400000
llama-1b,output_sweep,512,256,3,8.057819957,124072887450,4100000
llama-1b,output_sweep,512,256,3,9.065622211,124097096983,4100041
llama-1b,output_sweep,512,256,3,10.072934048,124120886961,400000
llama-1b,output_sweep,512,256,3,11.080464186,124144141784,4100000
llama-1b,output_sweep,512,256,3,12.087777475,124167688843,4100000
llama-1b,output_sweep,512,256,3,13.095044074,124191627747,4100000
llama-1b,output_sweep,512,256,3,14.102590009,124216633420,4100041
llama-1b,output_sweep,512,256,4,.000943053,124261798038,400000
llama-1b,output_sweep,512,256,4,1.007671822,124279452107,1271784
llama-1b,output_sweep,512,256,4,2.014199499,124307260019,4100000
llama-1b,output_sweep,512,256,4,3.021374722,124335626646,4099958
llama-1b,output_sweep,512,256,4,4.028269913,124363693285,400000
llama-1b,output_sweep,512,256,4,5.035596512,124390823587,3750078
llama-1b,output_sweep,512,256,4,6.043100969,124414544168,4696212
llama-1b,output_sweep,512,256,4,7.050871276,124437923808,400000
llama-1b,output_sweep,512,256,4,8.058575646,124461082074,400000
llama-1b,output_sweep,512,256,4,9.066044797,124485448650,4103325
llama-1b,output_sweep,512,256,4,10.074197262,124509674296,400000
llama-1b,output_sweep,512,256,4,11.081462189,124533950357,4100000
llama-1b,output_sweep,512,256,4,12.088911629,124557653848,4041559
llama-1b,output_sweep,512,256,4,13.096203310,124581506204,4100000
llama-1b,output_sweep,512,256,4,14.103821095,124606094398,4099695
llama-1b,output_sweep,512,256,5,.000921482,124645385252,400000
llama-1b,output_sweep,512,256,5,1.007342748,124662948073,400000
llama-1b,output_sweep,512,256,5,2.014418768,124690710515,4100041
llama-1b,output_sweep,512,256,5,3.021526280,124718867486,4100000
llama-1b,output_sweep,512,256,5,4.028757170,124747115094,4100000
llama-1b,output_sweep,512,256,5,5.035188659,124774605930,4193481
llama-1b,output_sweep,512,256,5,6.042723512,124798400852,4099674
llama-1b,output_sweep,512,256,5,7.050341697,124823151399,400000
llama-1b,output_sweep,512,256,5,8.058098171,124846374911,4100000
llama-1b,output_sweep,512,256,5,9.065576546,124869501439,4103878
llama-1b,output_sweep,512,256,5,10.072999506,124893199742,4098420
llama-1b,output_sweep,512,256,5,11.080677084,124917728549,4100000
llama-1b,output_sweep,512,256,5,12.088194997,124941436862,4088547
llama-1b,output_sweep,512,256,5,13.095953096,124964915135,400000
llama-1b,output_sweep,512,256,5,14.103664310,124988331335,4101628
llama-1b,output_sweep,512,384,1,.000952045,125034584634,400000
llama-1b,output_sweep,512,384,1,1.007015679,125052473810,400000
llama-1b,output_sweep,512,384,1,2.014269378,125080218123,400000
llama-1b,output_sweep,512,384,1,3.021524387,125108480807,400000
llama-1b,output_sweep,512,384,1,4.028556875,125136267785,400000
llama-1b,output_sweep,512,384,1,5.035296767,125163866591,4100046
llama-1b,output_sweep,512,384,1,6.042560295,125187939955,4100000
llama-1b,output_sweep,512,384,1,7.049921769,125211860365,4103934
llama-1b,output_sweep,512,384,1,8.057453518,125235108352,4101668
llama-1b,output_sweep,512,384,1,9.064460983,125258564835,3782383
llama-1b,output_sweep,512,384,1,10.072003123,125282454422,4100000
llama-1b,output_sweep,512,384,1,11.079101901,125305421099,4100000
llama-1b,output_sweep,512,384,1,12.086752300,125328973590,4057463
llama-1b,output_sweep,512,384,1,13.094152895,125352712177,4100000
llama-1b,output_sweep,512,384,1,14.101597666,125376813800,3511893
llama-1b,output_sweep,512,384,1,15.109295570,125400495380,4100000
llama-1b,output_sweep,512,384,1,16.116641774,125424385150,4099958
llama-1b,output_sweep,512,384,1,17.124151573,125448554217,4100041
llama-1b,output_sweep,512,384,1,18.131593656,125473096451,4099954
llama-1b,output_sweep,512,384,1,19.138997962,125497670119,683189
llama-1b,output_sweep,512,384,1,20.145785618,125521565138,780023
llama-1b,output_sweep,512,384,2,.000859338,125547779121,400000
llama-1b,output_sweep,512,384,2,1.007433549,125565571434,400000
llama-1b,output_sweep,512,384,2,2.014315756,125593421583,3683820
llama-1b,output_sweep,512,384,2,3.020893984,125621746034,400000
llama-1b,output_sweep,512,384,2,4.027664305,125649831961,400000
llama-1b,output_sweep,512,384,2,5.034749244,125677114850,4102875
llama-1b,output_sweep,512,384,2,6.042458460,125701806864,400000
llama-1b,output_sweep,512,384,2,7.049592097,125728574862,4100000
llama-1b,output_sweep,512,384,2,8.056757859,125752715547,4100000
llama-1b,output_sweep,512,384,2,9.064095456,125776408236,4100000
llama-1b,output_sweep,512,384,2,10.071433367,125799673374,4100000
llama-1b,output_sweep,512,384,2,11.078759283,125824177278,1747762
llama-1b,output_sweep,512,384,2,12.085975526,125860678039,4097926
llama-1b,output_sweep,512,384,2,13.093085189,125884756530,4100000
llama-1b,output_sweep,512,384,2,14.100642703,125908448242,4099954
llama-1b,output_sweep,512,384,2,15.107729087,125932299316,4100041
llama-1b,output_sweep,512,384,2,16.115298008,125955608338,4011788
llama-1b,output_sweep,512,384,2,17.122465846,125979863037,4100041
llama-1b,output_sweep,512,384,2,18.129713454,126003233949,4100000
llama-1b,output_sweep,512,384,2,19.136837491,126026736025,4100000
llama-1b,output_sweep,512,384,2,20.144177908,126050667238,4699952
llama-1b,output_sweep,512,384,3,.000863509,126094016309,400000
llama-1b,output_sweep,512,384,3,1.007389141,126111993985,400000
llama-1b,output_sweep,512,384,3,2.014311335,126139726764,400000
llama-1b,output_sweep,512,384,3,3.021560533,126168248541,4187048
llama-1b,output_sweep,512,384,3,4.029070307,126196337642,400000
llama-1b,output_sweep,512,384,3,5.036190219,126223896287,4100000
llama-1b,output_sweep,512,384,3,6.043585633,126248106979,4098506
llama-1b,output_sweep,512,384,3,7.050849130,126271987533,4099954
llama-1b,output_sweep,512,384,3,8.057665387,126296136031,4600915
llama-1b,output_sweep,512,384,3,9.064235551,126320355452,1043661
llama-1b,output_sweep,512,384,3,10.071376859,126343792220,4099736
llama-1b,output_sweep,512,384,3,11.079107624,126367751143,4600000
llama-1b,output_sweep,512,384,3,12.086702518,126391579085,3828691
llama-1b,output_sweep,512,384,3,13.095814110,126406514228,3400000
llama-1b,output_sweep,512,384,3,14.105457164,126421120086,400000
llama-1b,output_sweep,512,384,3,15.115215211,126435736016,3400000
llama-1b,output_sweep,512,384,3,16.125167967,126450306047,3400000
llama-1b,output_sweep,512,384,3,17.134576516,126465031900,3500000
llama-1b,output_sweep,512,384,3,18.144230059,126479793093,3399736
llama-1b,output_sweep,512,384,3,19.153850022,126494513331,3501315
llama-1b,output_sweep,512,384,3,20.163055820,126509384448,400000
llama-1b,output_sweep,512,384,3,21.172353050,126524216258,3500000
llama-1b,output_sweep,512,384,4,.000915115,126559866069,400000
llama-1b,output_sweep,512,384,4,1.007686499,126578446344,400000
llama-1b,output_sweep,512,384,4,2.015459263,126605890609,400000
llama-1b,output_sweep,512,384,4,3.022695018,126634489230,400000
llama-1b,output_sweep,512,384,4,4.029496030,126662874228,400000
llama-1b,output_sweep,512,384,4,5.036216554,126690272656,4100041
llama-1b,output_sweep,512,384,4,6.043702785,126714232434,4094555
llama-1b,output_sweep,512,384,4,7.051275766,126738623119,4100000
llama-1b,output_sweep,512,384,4,8.059358698,126762289440,4100000
llama-1b,output_sweep,512,384,4,9.066545061,126785738782,4100000
llama-1b,output_sweep,512,384,4,10.073940291,126808910780,4100000
llama-1b,output_sweep,512,384,4,11.081367028,126832347610,4100000
llama-1b,output_sweep,512,384,4,12.088467191,126855891617,400000
llama-1b,output_sweep,512,384,4,13.095587322,126879714249,4100000
llama-1b,output_sweep,512,384,4,14.102671621,126903725479,4100000
llama-1b,output_sweep,512,384,4,15.110057742,126927678665,4100000
llama-1b,output_sweep,512,384,4,16.117320158,126951211381,4100000
llama-1b,output_sweep,512,384,4,17.124517674,126974800370,400213
llama-1b,output_sweep,512,384,4,18.131164066,126997629230,1399055
llama-1b,output_sweep,512,384,5,.000901862,127024545482,400000
llama-1b,output_sweep,512,384,5,1.006916981,127041703947,400000
llama-1b,output_sweep,512,384,5,2.014223312,127069470782,4100000
llama-1b,output_sweep,512,384,5,3.021488119,127097526069,4099958
llama-1b,output_sweep,512,384,5,4.028333585,127125462033,400000
llama-1b,output_sweep,512,384,5,5.035201999,127153417467,400000
llama-1b,output_sweep,512,384,5,6.042762098,127177112414,1049512
llama-1b,output_sweep,512,384,5,7.050269559,127201176500,400000
llama-1b,output_sweep,512,384,5,8.058008742,127224227527,4007998
llama-1b,output_sweep,512,384,5,9.065812199,127247738087,2092384
llama-1b,output_sweep,512,384,5,10.073422339,127270957815,4100000
llama-1b,output_sweep,512,384,5,11.080514118,127295307301,4099958
llama-1b,output_sweep,512,384,5,12.087581236,127318999257,4099957
llama-1b,output_sweep,512,384,5,13.094570155,127343462513,4097543
llama-1b,output_sweep,512,384,5,14.102127308,127367426196,400000
llama-1b,output_sweep,512,384,5,15.109538807,127392117051,4097383
llama-1b,output_sweep,512,384,5,16.117076379,127415940965,4099958
llama-1b,output_sweep,512,384,5,17.124659944,127440833052,3800000
llama-1b,output_sweep,512,384,5,18.133872436,127455846136,3400000
llama-1b,output_sweep,512,384,5,19.143580013,127470228057,3499964
llama-1b,output_sweep,512,384,5,20.153476540,127484843987,3493217
llama-1b,output_sweep,512,512,1,.000883819,127525604624,400000
llama-1b,output_sweep,512,512,1,1.007064565,127543324977,400000
llama-1b,output_sweep,512,512,1,2.013942437,127571282364,4100000
llama-1b,output_sweep,512,512,1,3.020443698,127599363835,400000
llama-1b,output_sweep,512,512,1,4.027522897,127627521112,3394190
llama-1b,output_sweep,512,512,1,5.034605666,127654764206,400000
llama-1b,output_sweep,512,512,1,6.041871556,127678190171,4053735
llama-1b,output_sweep,512,512,1,7.049158222,127701828783,3873708
llama-1b,output_sweep,512,512,1,8.056738081,127725500170,4100000
llama-1b,output_sweep,512,512,1,9.064717083,127743515444,3400000
llama-1b,output_sweep,512,512,1,10.074894004,127758046534,3400000
llama-1b,output_sweep,512,512,1,11.084532164,127772514332,3500000
llama-1b,output_sweep,512,512,1,12.094250644,127787141919,3500000
llama-1b,output_sweep,512,512,1,13.103571949,127801869115,400000
llama-1b,output_sweep,512,512,1,14.113678468,127816563963,3500000
llama-1b,output_sweep,512,512,1,15.122851327,127831389730,3399962
llama-1b,output_sweep,512,512,1,16.132683293,127846198713,3399965
llama-1b,output_sweep,512,512,1,17.142885365,127861190374,3400204
llama-1b,output_sweep,512,512,1,18.152954909,127876140531,3400000
llama-1b,output_sweep,512,512,1,19.163102466,127890918509,3400000
llama-1b,output_sweep,512,512,1,20.172913671,127905767958,3500035
llama-1b,output_sweep,512,512,1,21.182604991,127920717321,3600041
llama-1b,output_sweep,512,512,2,.000890548,127960168270,784680
llama-1b,output_sweep,512,512,2,1.007433366,127977912915,1292201
llama-1b,output_sweep,512,512,2,2.014518087,128005533327,4100041
llama-1b,output_sweep,512,512,2,3.021269797,128033338127,4099958
llama-1b,output_sweep,512,512,2,4.028671363,128061450299,4100000
llama-1b,output_sweep,512,512,2,5.035529996,128088924532,400000
llama-1b,output_sweep,512,512,2,6.042750238,128113436005,4099958
llama-1b,output_sweep,512,512,2,7.050145673,128137168061,4100000
llama-1b,output_sweep,512,512,2,8.057366589,128160377719,400000
llama-1b,output_sweep,512,512,2,9.064966222,128183748020,400000
llama-1b,output_sweep,512,512,2,10.072531308,128206971838,4100000
llama-1b,output_sweep,512,512,2,11.079682147,128230362952,400000
llama-1b,output_sweep,512,512,2,12.086966641,128253755592,4100000
