model,sweep_type,input_tokens_requested,output_tokens_requested,input_tokens_actual,output_tokens_actual,prefill_tokens_per_sec,decode_tokens_per_sec,cpu_freq_khz,timestamp,run,energy_joules,wall_seconds,run_ok
qwen-coder-1.5b,input_sweep,128,64,103,63,83.1,22.2,400000,2026-09-17T10:37:04+08:00,1,131.1828,6.042125056,1
qwen-coder-1.5b,output_sweep,512,8,421,7,87.5,21.5,688128,2026-09-17T10:37:18+08:00,1,169.7760,7.050158875,1
