model,sweep_type,input_tokens_requested,output_tokens_requested,run,elapsed_s,energy_uj,cpu_freq_khz
llama-3b,input_sweep,256,64,4,9.065850759,170519334770,3377797
llama-3b,input_sweep,256,64,4,10.075595726,170533753434,3400037
llama-3b,input_sweep,256,64,4,11.085355866,170548312235,3500000
llama-3b,input_sweep,256,64,4,12.094715574,170562984927,3500000
llama-3b,input_sweep,256,64,4,13.104143146,170577806056,3394314
llama-3b,input_sweep,256,64,4,14.113980292,170592507556,3499076
llama-3b,input_sweep,256,64,5,.000854825,170629321549,400000
llama-3b,input_sweep,256,64,5,1.006854032,170649196864,400000
llama-3b,input_sweep,256,64,5,2.013868567,170668750525,4100041
llama-3b,input_sweep,256,64,5,3.020964117,170697125697,4100000
llama-3b,input_sweep,256,64,5,4.027627522,170725583388,4100000
llama-3b,input_sweep,256,64,5,5.034608207,170753906130,4100000
llama-3b,input_sweep,256,64,5,6.041166303,170782097342,4100000
llama-3b,input_sweep,256,64,5,7.048230847,170810677347,4100000
llama-3b,input_sweep,256,64,5,8.055035242,170837870881,4100048
llama-3b,input_sweep,256,64,5,9.062373841,170860806064,4100000
llama-3b,input_sweep,256,64,5,10.069589030,170883472266,4100000
llama-3b,input_sweep,256,64,5,11.077138545,170906159219,400311
llama-3b,input_sweep,256,64,5,12.084796219,170929110577,4100000
llama-3b,input_sweep,256,64,5,13.092170065,170952794110,4100000
llama-3b,input_sweep,384,64,1,.000834536,171004447603,400000
llama-3b,input_sweep,384,64,1,1.007091101,171024205121,400000
llama-3b,input_sweep,384,64,1,2.014033063,171043792717,4100000
llama-3b,input_sweep,384,64,1,3.020809593,171071917035,4100041
llama-3b,input_sweep,384,64,1,4.027450277,171100040437,4194770
llama-3b,input_sweep,384,64,1,5.033856964,171128506734,400000
llama-3b,input_sweep,384,64,1,6.040427367,171157007820,400000
llama-3b,input_sweep,384,64,1,7.047460033,171185540462,400000
llama-3b,input_sweep,384,64,1,8.053851637,171213397141,400000
llama-3b,input_sweep,384,64,1,9.060653018,171238506086,3394687
llama-3b,input_sweep,384,64,1,10.070607523,171253254217,400000
llama-3b,input_sweep,384,64,1,11.081056854,171267664642,3300000
llama-3b,input_sweep,384,64,1,12.091106805,171281949761,3400000
llama-3b,input_sweep,384,64,1,13.100650522,171296620439,3500000
llama-3b,input_sweep,384,64,1,14.110235957,171311406107,3500000
llama-3b,input_sweep,384,64,1,15.120011700,171326225283,3399965
llama-3b,input_sweep,384,64,1,16.129958409,171340996424,3399954
llama-3b,input_sweep,384,64,1,17.140056269,171355778308,3500000
llama-3b,input_sweep,384,64,1,18.149211985,171370435375,400000
llama-3b,input_sweep,384,64,2,.000856816,171396135931,400000
llama-3b,input_sweep,384,64,2,1.007078164,171416256363,400000
llama-3b,input_sweep,384,64,2,2.013695379,171435221403,4099958
llama-3b,input_sweep,384,64,2,3.020474486,171463311663,4099958
llama-3b,input_sweep,384,64,2,4.027758923,171491293219,4100000
llama-3b,input_sweep,384,64,2,5.034512999,171519737422,4100000
llama-3b,input_sweep,384,64,2,6.040992759,171548288313,4100000
llama-3b,input_sweep,384,64,2,7.047554668,171576258639,4100000
llama-3b,input_sweep,384,64,2,8.054753251,171604994527,4100041
llama-3b,input_sweep,384,64,2,9.061432731,171633516549,3962027
llama-3b,input_sweep,384,64,2,10.068640910,171662209713,4099958
llama-3b,input_sweep,384,64,2,11.075207622,171687372674,4099958
llama-3b,input_sweep,384,64,2,12.082276708,171710134273,4100000
llama-3b,input_sweep,384,64,2,13.089478658,171732768187,4100041
llama-3b,input_sweep,384,64,2,14.097984985,171756495116,4100000
llama-3b,input_sweep,384,64,2,15.105575846,171779944824,4100000
llama-3b,input_sweep,384,64,2,16.112843137,171803592225,4098481
llama-3b,input_sweep,384,64,3,.000859133,171842302880,627168
llama-3b,input_sweep,384,64,3,1.006991995,171862157626,400000
llama-3b,input_sweep,384,64,3,2.013602699,171881935225,4100000
llama-3b,input_sweep,384,64,3,3.020881494,171910539583,4099958
llama-3b,input_sweep,384,64,3,4.027517171,171938890828,400000
llama-3b,input_sweep,384,64,3,5.034261822,171966821726,400000
llama-3b,input_sweep,384,64,3,6.041754739,171994820922,3685434
llama-3b,input_sweep,384,64,3,7.048748414,172023592699,4100000
llama-3b,input_sweep,384,64,3,8.055715612,172051594642,4100041
llama-3b,input_sweep,384,64,3,9.063370488,172073114545,3200000
llama-3b,input_sweep,384,64,3,10.073346724,172087590643,3099968
llama-3b,input_sweep,384,64,3,11.083883162,172102014312,3200000
llama-3b,input_sweep,384,64,3,12.093987556,172116318414,3500000
llama-3b,input_sweep,384,64,3,13.103694838,172130955644,3500000
llama-3b,input_sweep,384,64,3,14.113258363,172145769388,3400000
llama-3b,input_sweep,384,64,3,15.123368083,172160521792,3400000
llama-3b,input_sweep,384,64,3,16.133276902,172175365626,3400000
llama-3b,input_sweep,384,64,3,17.142860716,172190202502,3498365
llama-3b,input_sweep,384,64,3,18.152462906,172205065623,3500674
llama-3b,input_sweep,384,64,4,.000855461,172233395201,1435343
llama-3b,input_sweep,384,64,4,1.006671094,172252731089,400000
llama-3b,input_sweep,384,64,4,2.013810224,172272293051,400000
llama-3b,input_sweep,384,64,4,3.021056790,172300477610,400000
llama-3b,input_sweep,384,64,4,4.028334251,172328230652,400000
llama-3b,input_sweep,384,64,4,5.035038540,172355957754,4099958
llama-3b,input_sweep,384,64,4,6.041744124,172384419351,4100000
llama-3b,input_sweep,384,64,4,7.048968359,172412818265,4099958
llama-3b,input_sweep,384,64,4,8.056082813,172441281571,400000
llama-3b,input_sweep,384,64,4,9.062593236,172469592656,400000
llama-3b,input_sweep,384,64,4,10.069406110,172497849847,400000
llama-3b,input_sweep,384,64,4,11.076339780,172523013662,4083602
llama-3b,input_sweep,384,64,4,12.083695778,172549180892,4100000
llama-3b,input_sweep,384,64,4,13.090553921,172572020677,4100000
llama-3b,input_sweep,384,64,4,14.098137964,172594552480,4099950
llama-3b,input_sweep,384,64,4,15.105277538,172617330132,4100000
llama-3b,input_sweep,384,64,4,16.112973697,172633337232,3400000
llama-3b,input_sweep,384,64,4,17.122411187,172647492164,400000
llama-3b,input_sweep,384,64,5,.000896480,172674372161,400000
llama-3b,input_sweep,384,64,5,1.006620796,172694416970,400000
llama-3b,input_sweep,384,64,5,2.013673127,172713617666,4100000
llama-3b,input_sweep,384,64,5,3.020814906,172742180642,4100000
llama-3b,input_sweep,384,64,5,4.027770363,172769978423,400000
llama-3b,input_sweep,384,64,5,5.034860744,172798550371,400000
llama-3b,input_sweep,384,64,5,6.042114293,172826700140,400000
llama-3b,input_sweep,384,64,5,7.049234387,172855122614,400000
llama-3b,input_sweep,384,64,5,8.055943747,172882439683,3500000
llama-3b,input_sweep,384,64,5,9.065142455,172897357796,3199967
llama-3b,input_sweep,384,64,5,10.076126269,172911862764,3200032
llama-3b,input_sweep,384,64,5,11.086801167,172926364253,3236938
llama-3b,input_sweep,384,64,5,12.097034085,172940585408,3500050
llama-3b,input_sweep,384,64,5,13.106518418,172955362775,3400000
llama-3b,input_sweep,384,64,5,14.116043515,172969987066,400000
llama-3b,input_sweep,384,64,5,15.125428277,172985027188,3399965
llama-3b,input_sweep,384,64,5,16.135135968,172999867177,3400000
llama-3b,input_sweep,384,64,5,17.145138373,173014793409,3400000
llama-3b,input_sweep,384,64,5,18.155276143,173029666723,3400047
llama-3b,input_sweep,512,64,1,.000877072,173065184027,400000
llama-3b,input_sweep,512,64,1,1.007097403,173085268753,400000
llama-3b,input_sweep,512,64,1,2.014223214,173104363431,4100000
llama-3b,input_sweep,512,64,1,3.021133943,173132805436,4100041
llama-3b,input_sweep,512,64,1,4.027955450,173160667181,4100000
llama-3b,input_sweep,512,64,1,5.035076035,173188965692,4099958
llama-3b,input_sweep,512,64,1,6.042465512,173217378095,4100000
llama-3b,input_sweep,512,64,1,7.049429060,173246271881,4099958
llama-3b,input_sweep,512,64,1,8.056446727,173274897540,4100000
llama-3b,input_sweep,512,64,1,9.063369016,173303692144,4100000
llama-3b,input_sweep,512,64,1,10.070403988,173331958002,4100000
llama-3b,input_sweep,512,64,1,11.077084447,173360343183,400000
llama-3b,input_sweep,512,64,1,12.083923959,173388799836,400000
llama-3b,input_sweep,512,64,1,13.090704787,173416371848,4100000
llama-3b,input_sweep,512,64,1,14.098311669,173439300989,4100314
llama-3b,input_sweep,512,64,1,15.105797700,173462279202,400000
llama-3b,input_sweep,512,64,1,16.113568439,173484875762,4047833
llama-3b,input_sweep,512,64,1,17.122123454,173501697863,3402138
llama-3b,input_sweep,512,64,1,18.132802882,173516373973,3400000
llama-3b,input_sweep,512,64,1,19.142668418,173530731114,3500038
llama-3b,input_sweep,512,64,2,.000879753,173567069216,400000
llama-3b,input_sweep,512,64,2,1.006923887,173585622575,400000
llama-3b,input_sweep,512,64,2,2.013853481,173605668178,4100000
llama-3b,input_sweep,512,64,2,3.021328012,173634316847,4100000
llama-3b,input_sweep,512,64,2,4.028554273,173662824953,4099958
llama-3b,input_sweep,512,64,2,5.035490031,173691062307,400000
llama-3b,input_sweep,512,64,2,6.042542636,173719139750,400000
llama-3b,input_sweep,512,64,2,7.049120500,173747430205,4100000
llama-3b,input_sweep,512,64,2,8.057022945,173770374787,3200206
llama-3b,input_sweep,512,64,2,9.068117329,173784855768,3144712
llama-3b,input_sweep,512,64,2,10.078194044,173799473712,400000
llama-3b,input_sweep,512,64,2,11.088451460,173813952740,400000
llama-3b,input_sweep,512,64,2,12.098720759,173828599797,3300000
llama-3b,input_sweep,512,64,2,13.108906309,173843241971,3300000
llama-3b,input_sweep,512,64,2,14.118657779,173858157949,3200032
llama-3b,input_sweep,512,64,2,15.129022878,173872633070,3399965
llama-3b,input_sweep,512,64,2,16.138716359,173887432349,3500000
llama-3b,input_sweep,512,64,2,17.148025656,173902400633,3500000
llama-3b,input_sweep,512,64,2,18.158225440,173917332114,3499964
llama-3b,input_sweep,512,64,2,19.167509325,173932252608,3500039
llama-3b,input_sweep,512,64,2,20.176716459,173947232184,398952
llama-3b,input_sweep,512,64,2,21.185909920,173962087675,3500000
llama-3b,input_sweep,512,64,2,22.195329782,173976543266,1034418
llama-3b,input_sweep,512,64,3,.000886776,174003800581,400000
llama-3b,input_sweep,512,64,3,1.007102020,174023650567,400000
llama-3b,input_sweep,512,64,3,2.014271286,174043483219,4100000
llama-3b,input_sweep,512,64,3,3.021514158,174071861931,4100000
llama-3b,input_sweep,512,64,3,4.028557805,174099923809,4100000
llama-3b,input_sweep,512,64,3,5.035601290,174128336029,4100000
llama-3b,input_sweep,512,64,3,6.042389116,174156341390,4100041
llama-3b,input_sweep,512,64,3,7.049080289,174184250498,4100000
llama-3b,input_sweep,512,64,3,8.056321883,174211995178,4100000
llama-3b,input_sweep,512,64,3,9.063305584,174240429797,4100000
llama-3b,input_sweep,512,64,3,10.070260111,174268312416,4100000
llama-3b,input_sweep,512,64,3,11.077395652,174296954189,4010039
llama-3b,input_sweep,512,64,3,12.084883032,174325102005,4099958
llama-3b,input_sweep,512,64,3,13.092616902,174353488163,4100041
llama-3b,input_sweep,512,64,3,14.099754048,174376525152,4020249
llama-3b,input_sweep,512,64,3,15.107203285,174399553108,4100000
llama-3b,input_sweep,512,64,3,16.114931797,174420196976,3493237
llama-3b,input_sweep,512,64,3,17.124742551,174434745218,400000
llama-3b,input_sweep,512,64,3,18.133779381,174449270022,3500000
llama-3b,input_sweep,512,64,3,19.143120073,174463958034,3289069
llama-3b,input_sweep,512,64,3,20.153625151,174478360280,1281761
llama-3b,input_sweep,512,64,4,.000906964,174505662700,400000
llama-3b,input_sweep,512,64,4,1.006650549,174525520010,400000
llama-3b,input_sweep,512,64,4,2.013893038,174545331483,4100041
llama-3b,input_sweep,512,64,4,3.020844919,174573946339,4100041
llama-3b,input_sweep,512,64,4,4.027657329,174602224403,4100041
llama-3b,input_sweep,512,64,4,5.034618625,174630765224,4100000
llama-3b,input_sweep,512,64,4,6.041674707,174658816727,4099958
llama-3b,input_sweep,512,64,4,7.048333347,174687451663,4100041
llama-3b,input_sweep,512,64,4,8.055577397,174714503047,3600000
llama-3b,input_sweep,512,64,4,9.064872342,174729565203,3200000
llama-3b,input_sweep,512,64,4,10.075120950,174743925029,3299966
llama-3b,input_sweep,512,64,4,11.084953565,174758627934,400000
llama-3b,input_sweep,512,64,4,12.095261348,174773121854,3300033
llama-3b,input_sweep,512,64,4,13.105454460,174787893179,3188607
llama-3b,input_sweep,512,64,4,14.116024046,174802548598,400000
llama-3b,input_sweep,512,64,4,15.126064995,174817202369,400000
llama-3b,input_sweep,512,64,4,16.135967358,174832022033,3398253
llama-3b,input_sweep,512,64,4,17.145835235,174846843162,3500000
llama-3b,input_sweep,512,64,4,18.155342768,174861821456,3398375
llama-3b,input_sweep,512,64,4,19.164970636,174876834967,3400034
llama-3b,input_sweep,512,64,4,20.174781327,174891707793,3400000
llama-3b,input_sweep,512,64,4,21.183989030,174906533744,3500000
llama-3b,input_sweep,512,64,5,.000870648,174939704680,1180932
llama-3b,input_sweep,512,64,5,1.006826747,174959036295,4278801
llama-3b,input_sweep,512,64,5,2.014344450,174979006520,4100000
llama-3b,input_sweep,512,64,5,3.021122585,175007522255,4100000
llama-3b,input_sweep,512,64,5,4.028113108,175035375211,4100000
llama-3b,input_sweep,512,64,5,5.034813015,175063183673,3732835
llama-3b,input_sweep,512,64,5,6.041725287,175091421149,400000
llama-3b,input_sweep,512,64,5,7.048851797,175120064630,400000
llama-3b,input_sweep,512,64,5,8.056094460,175148098128,4091683
llama-3b,input_sweep,512,64,5,9.063154995,175176733919,4100000
llama-3b,input_sweep,512,64,5,10.070110938,175205120626,4100000
llama-3b,input_sweep,512,64,5,11.077104090,175232577282,4100000
llama-3b,input_sweep,512,64,5,12.084176812,175256738719,400000
llama-3b,input_sweep,512,64,5,13.092993094,175275328759,400000
llama-3b,input_sweep,512,64,5,14.101880714,175292769144,400000
llama-3b,input_sweep,512,64,5,15.112027756,175307400943,3400000
llama-3b,input_sweep,512,64,5,16.121755351,175322171840,3321491
llama-3b,input_sweep,512,64,5,17.131526066,175336859486,3500000
llama-3b,input_sweep,512,64,5,18.140829832,175351691540,3497838
llama-3b,input_sweep,512,64,5,19.150600700,175366506993,3400000
llama-3b,input_sweep,512,64,5,20.160491376,175381121152,3599963
llama-3b,input_sweep,768,64,1,.000916370,175421308793,1157963
llama-3b,input_sweep,768,64,1,1.007198524,175441104763,400000
llama-3b,input_sweep,768,64,1,2.014266843,175460884498,4099958
llama-3b,input_sweep,768,64,1,3.021139885,175489381922,4100000
llama-3b,input_sweep,768,64,1,4.028351477,175517636367,4100000
llama-3b,input_sweep,768,64,1,5.035009641,175546013125,4100000
llama-3b,input_sweep,768,64,1,6.041881824,175574447500,400000
llama-3b,input_sweep,768,64,1,7.048448647,175603189248,400000
llama-3b,input_sweep,768,64,1,8.055747229,175626248515,400000
llama-3b,input_sweep,768,64,1,9.066175069,175640514775,400000
llama-3b,input_sweep,768,64,1,10.076206552,175655236234,400000
llama-3b,input_sweep,768,64,1,11.086591721,175669840262,400000
llama-3b,input_sweep,768,64,1,12.097448159,175684427443,400000
llama-3b,input_sweep,768,64,1,13.107789955,175699109962,400000
llama-3b,input_sweep,768,64,1,14.118297617,175713978576,400000
llama-3b,input_sweep,768,64,1,15.128271184,175728767906,3200000
llama-3b,input_sweep,768,64,1,16.138646254,175743646652,400000
llama-3b,input_sweep,768,64,1,17.149172494,175758446785,3299966
llama-3b,input_sweep,768,64,1,18.159348273,175773422028,3300000
llama-3b,input_sweep,768,64,1,19.169367290,175788277764,3299966
llama-3b,input_sweep,768,64,1,20.179368938,175803341751,3300000
llama-3b,input_sweep,768,64,1,21.190206122,175818237709,400000
llama-3b,input_sweep,768,64,1,22.200810431,175833014893,3500000
llama-3b,input_sweep,768,64,1,23.210488911,175847955956,3600044
llama-3b,input_sweep,768,64,1,24.220000077,175863162399,400200
llama-3b,input_sweep,768,64,1,25.229568573,175878093024,3600000
llama-3b,input_sweep,768,64,1,26.238932725,175893217741,3599963
llama-3b,input_sweep,768,64,1,27.248259230,175908266043,3599956
llama-3b,input_sweep,768,64,1,28.258062185,175923499646,3500000
llama-3b,input_sweep,768,64,1,29.267873777,175938505834,3499962
llama-3b,input_sweep,768,64,2,.000875526,175973160896,400000
llama-3b,input_sweep,768,64,2,1.006866804,175993210528,4699952
llama-3b,input_sweep,768,64,2,2.014052300,176017353715,4100000
llama-3b,input_sweep,768,64,2,3.021311079,176045590581,4100000
llama-3b,input_sweep,768,64,2,4.028184008,176074084405,4100000
llama-3b,input_sweep,768,64,2,5.035145515,176102058210,4099958
llama-3b,input_sweep,768,64,2,6.042716433,176130385774,4455082
llama-3b,input_sweep,768,64,2,7.050045326,176158600302,4100000
llama-3b,input_sweep,768,64,2,8.057060986,176186872996,3901811
llama-3b,input_sweep,768,64,2,9.064213176,176215262877,4099958
llama-3b,input_sweep,768,64,2,10.070959125,176243746690,4100000
llama-3b,input_sweep,768,64,2,11.078199138,176272301610,4100000
llama-3b,input_sweep,768,64,2,12.085187131,176299976283,4100041
llama-3b,input_sweep,768,64,2,13.091929745,176327622147,4100041
llama-3b,input_sweep,768,64,2,14.099368582,176352104689,3600000
llama-3b,input_sweep,768,64,2,15.108402289,176370469266,3600000
llama-3b,input_sweep,768,64,2,16.117646308,176387750045,3299851
llama-3b,input_sweep,768,64,2,17.127877075,176402343208,3300033
llama-3b,input_sweep,768,64,2,18.138295153,176417085175,3200032
llama-3b,input_sweep,768,64,2,19.148780781,176431695916,400000
llama-3b,input_sweep,768,64,2,20.158814810,176446092181,3500000
llama-3b,input_sweep,768,64,2,21.168762216,176460825358,3599843
llama-3b,input_sweep,768,64,2,22.177959469,176475739322,3499878
llama-3b,input_sweep,768,64,2,23.187308188,176490607264,3600000
llama-3b,input_sweep,768,64,2,24.196982139,176505747484,3505392
llama-3b,input_sweep,768,64,2,25.206987731,176520470713,3300918
llama-3b,input_sweep,768,64,2,26.216311931,176535477084,3599963
llama-3b,input_sweep,768,64,2,27.226040204,176550534479,399831
llama-3b,input_sweep,768,64,3,.000905928,176581946020,400000
llama-3b,input_sweep,768,64,3,1.006865534,176602056503,400000
llama-3b,input_sweep,768,64,3,2.013640951,176621227169,4101104
llama-3b,input_sweep,768,64,3,3.020340178,176649564255,400000
llama-3b,input_sweep,768,64,3,4.027105350,176677672948,400000
llama-3b,input_sweep,768,64,3,5.033944710,176706283836,400000
llama-3b,input_sweep,768,64,3,6.041332869,176734884715,4100000
llama-3b,input_sweep,768,64,3,7.048302047,176763216308,400000
llama-3b,input_sweep,768,64,3,8.055502505,176790460501,400000
llama-3b,input_sweep,768,64,3,9.065004048,176805029311,3300033
llama-3b,input_sweep,768,64,3,10.075007197,176819698158,3200032
llama-3b,input_sweep,768,64,3,11.084999397,176834191956,3315865
llama-3b,input_sweep,768,64,3,12.095246525,176849016137,1971595
llama-3b,input_sweep,768,64,3,13.106682034,176863466112,400000
llama-3b,input_sweep,768,64,3,14.116027666,176878421457,3200032
llama-3b,input_sweep,768,64,3,15.127011979,176893076754,3300000
llama-3b,input_sweep,768,64,3,16.137244690,176908051997,3200032
llama-3b,input_sweep,768,64,3,17.147947204,176922867816,400000
llama-3b,input_sweep,768,64,3,18.158108059,176937725016,3300000
llama-3b,input_sweep,768,64,3,19.168635476,176952708926,3299962
llama-3b,input_sweep,768,64,3,20.178577016,176967614832,3300033
llama-3b,input_sweep,768,64,3,21.188676689,176982725695,3300000
llama-3b,input_sweep,768,64,3,22.198864216,176997186595,3600000
llama-3b,input_sweep,768,64,3,23.207910205,177012123874,3700000
llama-3b,input_sweep,768,64,3,24.216927904,177027244501,3284625
llama-3b,input_sweep,768,64,3,25.226231895,177042289141,3700000
llama-3b,input_sweep,768,64,3,26.234917245,177057337686,3599976
llama-3b,input_sweep,768,64,3,27.244102333,177072470216,3701407
llama-3b,input_sweep,768,64,3,28.253991954,177087562157,3189478
llama-3b,input_sweep,768,64,3,29.262801017,177102806381,3597450
llama-3b,input_sweep,768,64,3,30.271916479,177117812934,3597674
llama-3b,input_sweep,768,64,4,.000893790,177145445249,400000
llama-3b,input_sweep,768,64,4,1.006907309,177165369575,400000
llama-3b,input_sweep,768,64,4,2.013911675,177184578754,400000
llama-3b,input_sweep,768,64,4,3.020949790,177212774117,400000
llama-3b,input_sweep,768,64,4,4.027710513,177241436580,3604777
