model,sweep_type,input_tokens_requested,output_tokens_requested,input_tokens_actual,output_tokens_actual,prefill_tokens_per_sec,decode_tokens_per_sec,cpu_freq_khz,timestamp,run,energy_joules,wall_seconds,run_ok
llama-3b,output_sweep,512,64,422,64,35.3,8.8,400000,2026-09-17T10:08:57+08:00,5,410.9397,22.200714737,1
llama-3b,output_sweep,512,128,422,128,40.1,8.3,400000,2026-09-17T10:09:28+08:00,1,579.6755,29.244864240,1
llama-3b,output_sweep,512,128,422,128,35.1,8.3,400000,2026-09-17T10:10:06+08:00,2,535.5847,30.274880887,1
llama-3b,output_sweep,512,128,422,128,35.0,8.4,400000,2026-09-17T10:10:44+08:00,3,530.2861,30.276461931,1
llama-3b,output_sweep,512,128,422,128,35.0,8.4,400000,2026-09-17T10:11:23+08:00,4,531.9500,30.276503188,1
llama-3b,output_sweep,512,128,422,128,33.7,8.3,400000,2026-09-17T10:12:01+08:00,5,522.5658,31.284409805,1
llama-3b,output_sweep,512,256,422,255,34.9,8.2,400000,2026-09-17T10:12:41+08:00,1,772.5694,46.418618746,1
llama-3b,output_sweep,512,256,422,256,35.1,8.2,400000,2026-09-17T10:13:36+08:00,2,769.5917,46.423487096,1
llama-3b,output_sweep,512,256,422,256,35.2,8.1,400000,2026-09-17T10:14:31+08:00,3,774.4793,46.422645357,1
llama-3b,output_sweep,512,256,422,255,34.9,8.2,399939,2026-09-17T10:15:25+08:00,4,770.9011,46.424418584,1
llama-3b,output_sweep,512,256,422,256,35.2,8.0,400000,2026-09-17T10:16:20+08:00,5,787.8601,47.443040038,1
llama-3b,output_sweep,512,384,422,384,34.4,8.0,1507403,2026-09-17T10:17:16+08:00,1,1021.2249,63.584914460,1
llama-3b,output_sweep,512,384,422,384,35.2,8.1,400000,2026-09-17T10:18:28+08:00,2,1017.2600,62.577151926,1
llama-3b,output_sweep,512,384,422,384,33.2,8.0,400000,2026-09-17T10:19:39+08:00,3,1038.6481,64.609278471,1
llama-3b,output_sweep,512,384,422,369,35.3,8.0,400000,2026-09-17T10:20:52+08:00,4,1000.0764,61.568521851,1
llama-3b,output_sweep,512,384,422,384,35.1,8.0,400000,2026-09-17T10:22:02+08:00,5,1025.7042,63.586242238,1
llama-3b,output_sweep,512,512,422,454,34.9,7.9,400000,2026-09-17T10:23:14+08:00,1,1167.4752,72.672936887,1
llama-3b,output_sweep,512,512,422,510,35.0,7.7,400000,2026-09-17T10:24:35+08:00,2,1292.6368,81.756629891,1
llama-3b,output_sweep,512,512,422,461,35.1,7.9,400000,2026-09-17T10:26:05+08:00,3,1179.4868,73.679980929,1
llama-3b,output_sweep,512,512,422,448,35.1,8.1,400000,2026-09-17T10:27:27+08:00,4,1139.2692,70.650974311,1
llama-3b,output_sweep,512,512,422,453,34.9,7.9,400000,2026-09-17T10:28:46+08:00,5,1164.1813,72.671355666,1
