model,sweep_type,input_tokens_requested,output_tokens_requested,input_tokens_actual,output_tokens_actual,prefill_tokens_per_sec,decode_tokens_per_sec,cpu_freq_khz,timestamp,run,energy_joules,wall_seconds,run_ok
llama-3b,input_sweep,128,64,104,64,39.6,10.7,504479,2026-09-17T09:09:14+08:00,1,276.4284,12.081825968,1
llama-3b,output_sweep,512,8,422,7,40.1,10.0,400000,2026-09-17T09:09:35+08:00,1,373.5640,14.097964728,1
