model,strategy,run,elapsed_s,energy_uj,cpu_freq_khz
llama-3b,greedy,4,3.020557065,153335647803,4100000
llama-3b,greedy,4,4.027336985,153364380518,4100000
llama-3b,greedy,4,5.033739275,153392559035,400000
llama-3b,greedy,4,6.040659253,153421124880,4100000
llama-3b,greedy,4,7.047274446,153449603261,3842156
llama-3b,greedy,4,8.053847478,153478153237,4101308
llama-3b,greedy,4,9.060618878,153506279019,400000
llama-3b,greedy,4,10.067662168,153534695878,400000
llama-3b,greedy,4,11.074805501,153562893804,4099958
llama-3b,greedy,4,12.081399708,153591101190,4100000
llama-3b,greedy,4,13.088057076,153619024886,4099952
llama-3b,greedy,4,14.095028356,153641743028,4100643
llama-3b,greedy,4,15.102380182,153664447133,400000
llama-3b,greedy,4,16.109740347,153687490714,4100000
llama-3b,greedy,4,17.116934702,153710490716,392123
llama-3b,greedy,4,18.125420523,153727569102,400000
llama-3b,greedy,4,19.135504037,153741743566,400000
llama-3b,greedy,4,20.144912899,153756328184,3500000
llama-3b,greedy,4,21.153990224,153771042197,400000
llama-3b,greedy,4,22.163313734,153785778304,400000
llama-3b,greedy,4,23.172332868,153800508491,400000
llama-3b,greedy,4,24.181190680,153815320465,400000
llama-3b,greedy,4,25.190105051,153830213493,3600042
llama-3b,greedy,4,26.198993838,153845050064,3232660
llama-3b,greedy,4,27.208145530,153860020546,3600036
llama-3b,greedy,4,28.216956945,153874927856,400000
llama-3b,greedy,4,29.225897071,153889904746,400000
llama-3b,greedy,4,30.235205747,153904919356,3601371
llama-3b,greedy,4,31.243895966,153919943427,400000
llama-3b,greedy,4,32.253411131,153934954863,3600312
llama-3b,greedy,4,33.262988410,153949941824,2030554
llama-3b,greedy,4,34.272029085,153964918837,400000
llama-3b,greedy,4,35.280947806,153980077977,3500044
llama-3b,greedy,4,36.290065954,153995096677,776000
llama-3b,greedy,4,37.299288861,154010199116,3500000
llama-3b,greedy,4,38.308508537,154025254681,3600000
llama-3b,greedy,4,39.317583420,154040442996,400000
llama-3b,greedy,4,40.326907655,154055512660,3031027
llama-3b,greedy,4,41.336277510,154070499987,3600000
llama-3b,greedy,4,42.345602806,154085653879,400000
llama-3b,greedy,4,43.354824155,154100786958,3600739
llama-3b,greedy,5,.000833034,154142433885,400000
llama-3b,greedy,5,1.006557576,154162496456,795344
llama-3b,greedy,5,2.013092639,154181145151,4106677
llama-3b,greedy,5,3.019927686,154208861816,400000
llama-3b,greedy,5,4.026738527,154236758168,400000
llama-3b,greedy,5,5.034005143,154265403907,400000
llama-3b,greedy,5,6.041755209,154293316555,400000
llama-3b,greedy,5,7.048541133,154322074966,400000
llama-3b,greedy,5,8.055211083,154349497869,400000
llama-3b,greedy,5,9.061743258,154377840936,400000
llama-3b,greedy,5,10.068615627,154406408856,400000
llama-3b,greedy,5,11.075515275,154434762177,400000
llama-3b,greedy,5,12.082142418,154463092427,400000
llama-3b,greedy,5,13.088870754,154491902168,400000
llama-3b,greedy,5,14.096025711,154515510323,4100000
llama-3b,greedy,5,15.103378743,154538616159,4100000
llama-3b,greedy,5,16.110758941,154560621230,3900000
llama-3b,greedy,5,17.119043280,154576879855,400000
llama-3b,greedy,5,18.128520074,154591359433,400000
llama-3b,greedy,5,19.138332619,154605977864,3400769
llama-3b,greedy,5,20.147571218,154620422652,400000
llama-3b,greedy,5,21.156845721,154635235297,3600000
llama-3b,greedy,5,22.166422716,154650073088,3499964
llama-3b,greedy,5,23.175995708,154664904899,3499960
llama-3b,greedy,5,24.185990030,154679756362,3534574
llama-3b,greedy,5,25.195218595,154694649146,3600000
llama-3b,greedy,5,26.204072243,154709606322,3600046
llama-3b,greedy,5,27.213080294,154724446616,3148139
llama-3b,greedy,5,28.222189572,154739544661,3500000
llama-3b,greedy,5,29.231036775,154754456122,400000
llama-3b,greedy,5,30.240088186,154769556852,3500000
llama-3b,greedy,5,31.248984383,154784443167,3185405
llama-3b,greedy,5,32.258338383,154799516187,3594303
llama-3b,greedy,5,33.267557580,154814657628,400000
llama-3b,greedy,5,34.277053430,154829612973,1351103
llama-3b,greedy,5,35.286104813,154844715718,3603574
llama-3b,greedy,5,36.294975486,154859805584,400000
llama-3b,greedy,5,37.304258157,154874963931,3143073
llama-3b,greedy,5,38.313726253,154890056727,400000
llama-3b,greedy,5,39.323012984,154905066393,2044665
llama-3b,greedy,5,40.332128313,154920239572,3500000
llama-3b,greedy,5,41.342003349,154935388764,3500000
llama-3b,greedy,5,42.351216716,154950425957,400000
llama-3b,greedy,5,43.360088681,154965647232,3500000
llama-3b,temperature,1,.000840413,155008112699,400000
llama-3b,temperature,1,1.006747840,155027795632,426014
llama-3b,temperature,1,2.013785079,155047262929,4100000
llama-3b,temperature,1,3.020579797,155075011698,4100041
llama-3b,temperature,1,4.027569825,155102414826,4100000
llama-3b,temperature,1,5.034579018,155130719075,400000
llama-3b,temperature,1,6.041502391,155159348701,400000
llama-3b,temperature,1,7.047891770,155187834468,4100000
llama-3b,temperature,1,8.055136037,155216121993,4100000
llama-3b,temperature,1,9.061830121,155244833101,4100000
llama-3b,temperature,1,10.068843662,155273271383,4100000
llama-3b,temperature,1,11.075431258,155302093514,4100000
llama-3b,temperature,1,12.082060028,155330789302,400000
llama-3b,temperature,1,13.088671228,155358973495,4103680
llama-3b,temperature,1,14.095714179,155381657702,4107105
llama-3b,temperature,1,15.102923343,155404605275,4105086
llama-3b,temperature,1,16.110395859,155426246028,3900046
llama-3b,temperature,1,17.118663354,155442583755,3400000
llama-3b,temperature,1,18.128812977,155457078713,400000
llama-3b,temperature,1,19.138218930,155471659913,400000
llama-3b,temperature,1,20.147291639,155486292383,400000
llama-3b,temperature,1,21.156255864,155501045092,3597274
llama-3b,temperature,1,22.165655294,155515880931,3446028
llama-3b,temperature,1,23.175238608,155530637546,3600036
llama-3b,temperature,1,24.184286641,155545629634,3500035
llama-3b,temperature,1,25.193228153,155560397479,3599963
llama-3b,temperature,1,26.202233863,155575358867,400000
llama-3b,temperature,1,27.211318481,155590304995,400000
llama-3b,temperature,1,28.220493060,155605338465,400000
llama-3b,temperature,1,29.229281432,155620341906,400000
llama-3b,temperature,1,30.238477817,155635387094,3335222
llama-3b,temperature,1,31.248025943,155650358186,3500000
llama-3b,temperature,1,32.257359348,155665415887,3499964
llama-3b,temperature,1,33.266708774,155680554886,3506930
llama-3b,temperature,1,34.276049506,155695496254,3500000
llama-3b,temperature,1,35.285359759,155710637268,3497416
llama-3b,temperature,1,36.294345232,155725620384,3600526
llama-3b,temperature,1,37.303562119,155740718917,2884674
llama-3b,temperature,1,38.312103152,155755853827,3598906
llama-3b,temperature,1,39.321633665,155770814604,400000
llama-3b,temperature,1,40.331030473,155786021780,3158335
llama-3b,temperature,1,41.340390951,155801164014,3600000
llama-3b,temperature,1,42.349366630,155816236851,3599957
llama-3b,temperature,1,43.358479712,155831365352,3600000
llama-3b,temperature,2,.000853740,155871144364,400000
llama-3b,temperature,2,1.006947720,155891191310,4700000
llama-3b,temperature,2,2.013425998,155910127602,4100000
llama-3b,temperature,2,3.020363019,155938535793,4100041
llama-3b,temperature,2,4.027196234,155966418657,4100000
llama-3b,temperature,2,5.034035375,155995201176,400000
llama-3b,temperature,2,6.041222143,156023010919,400000
llama-3b,temperature,2,7.048293486,156050653121,400000
llama-3b,temperature,2,8.055454958,156079150912,400000
llama-3b,temperature,2,9.061963913,156107772054,400000
llama-3b,temperature,2,10.068465495,156135524852,400000
llama-3b,temperature,2,11.075566513,156164178892,400000
llama-3b,temperature,2,12.082345364,156192498766,400000
llama-3b,temperature,2,13.089402008,156219221415,400000
llama-3b,temperature,2,14.098111044,156237397638,400000
llama-3b,temperature,2,15.106940775,156254065381,3396752
llama-3b,temperature,2,16.116591346,156268646337,3400000
llama-3b,temperature,2,17.126218460,156283293028,3344167
llama-3b,temperature,2,18.135738853,156297894554,3499960
llama-3b,temperature,2,19.145273109,156312681747,3499824
llama-3b,temperature,2,20.154597573,156327405281,3500000
llama-3b,temperature,2,21.163911107,156342223969,3500038
llama-3b,temperature,2,22.172922880,156357135735,3500000
llama-3b,temperature,2,23.182216597,156372024491,3600000
llama-3b,temperature,2,24.191373963,156386960366,3500035
llama-3b,temperature,2,25.200580311,156402065063,3500000
llama-3b,temperature,2,26.210013739,156416879234,3600000
llama-3b,temperature,2,27.219132158,156431902694,1065831
llama-3b,temperature,2,28.228212112,156446986335,3500000
llama-3b,temperature,2,29.237818488,156462037383,3500000
llama-3b,temperature,2,30.247679842,156477066153,3599963
llama-3b,temperature,2,31.257817937,156492152479,3499958
llama-3b,temperature,2,32.267054525,156507205724,3500000
llama-3b,temperature,2,33.276101656,156522267575,3600000
llama-3b,temperature,2,34.285279433,156537317403,3598299
llama-3b,temperature,2,35.293964502,156552384503,3601505
llama-3b,temperature,2,36.303185833,156567496097,3500000
llama-3b,temperature,2,37.312682636,156582655788,3600000
llama-3b,temperature,2,38.321872791,156597669299,3500000
llama-3b,temperature,2,39.331058183,156612857492,3600000
llama-3b,temperature,2,40.340255235,156628026155,3500000
llama-3b,temperature,2,41.349679943,156643086541,3593378
llama-3b,temperature,2,42.359063905,156658199600,3502512
llama-3b,temperature,2,43.368166878,156673237709,400000
llama-3b,temperature,2,44.376701335,156688140747,400000
llama-3b,temperature,3,.000868237,156721774938,400000
llama-3b,temperature,3,1.007063716,156741862655,4700000
llama-3b,temperature,3,2.013497716,156760859250,4100041
llama-3b,temperature,3,3.020315303,156789352463,4100000
llama-3b,temperature,3,4.027331892,156817306615,4100000
llama-3b,temperature,3,5.034325245,156846049034,4100041
llama-3b,temperature,3,6.041254427,156873880994,4099958
llama-3b,temperature,3,7.048339261,156902832336,4099958
llama-3b,temperature,3,8.055324960,156931485888,400000
llama-3b,temperature,3,9.062171673,156959794287,400000
llama-3b,temperature,3,10.069629986,156987431729,400000
llama-3b,temperature,3,11.076682029,157015850846,400000
llama-3b,temperature,3,12.083458393,157044205265,400000
llama-3b,temperature,3,13.090257637,157072579521,3705126
llama-3b,temperature,3,14.097602007,157095604731,400000
llama-3b,temperature,3,15.104927559,157118740719,400000
llama-3b,temperature,3,16.112041024,157141743162,4103008
llama-3b,temperature,3,17.119878414,157161353952,400239
llama-3b,temperature,3,18.129590235,157175803927,2572669
llama-3b,temperature,3,19.138614195,157190232784,3500000
llama-3b,temperature,3,20.148068673,157204862691,3600000
llama-3b,temperature,3,21.157326967,157219615033,3500000
llama-3b,temperature,3,22.166452212,157234346380,400000
llama-3b,temperature,3,23.175657247,157249189726,3500000
llama-3b,temperature,3,24.185013482,157263893729,3031270
llama-3b,temperature,3,25.194089544,157278812697,3535945
llama-3b,temperature,3,26.203389124,157293725561,3499963
llama-3b,temperature,3,27.213055549,157308778929,3500000
llama-3b,temperature,3,28.222582877,157323718038,3580865
llama-3b,temperature,3,29.232205147,157338606123,400000
llama-3b,temperature,3,30.241196326,157353585760,3595135
llama-3b,temperature,3,31.250255241,157368625028,3600000
llama-3b,temperature,3,32.259331485,157383670399,3600000
llama-3b,temperature,3,33.268342582,157398830883,3500000
llama-3b,temperature,3,34.277685226,157413770664,400000
llama-3b,temperature,3,35.286792763,157428802425,400000
llama-3b,temperature,3,36.296317180,157443823627,3361519
llama-3b,temperature,3,37.305776206,157459009623,3601676
llama-3b,temperature,3,38.315178997,157474139101,400000
llama-3b,temperature,3,39.324542025,157489162073,3600000
llama-3b,temperature,3,40.334764120,157504319077,3499964
llama-3b,temperature,3,41.343781943,157519434822,3500216
llama-3b,temperature,3,42.353296472,157534516571,3506679
llama-3b,temperature,3,43.362269559,157549533012,3600000
llama-3b,temperature,3,44.371177515,157564323074,400000
llama-3b,temperature,4,.000879548,157598492054,400000
llama-3b,temperature,4,1.007152197,157618559447,400000
llama-3b,temperature,4,2.014416798,157637964060,4099867
llama-3b,temperature,4,3.021546024,157666274290,4108951
llama-3b,temperature,4,4.028546689,157694731371,400000
llama-3b,temperature,4,5.035484954,157723234289,400000
llama-3b,temperature,4,6.042083656,157750744045,400000
llama-3b,temperature,4,7.048811965,157779243911,400000
llama-3b,temperature,4,8.055622258,157807591494,400000
llama-3b,temperature,4,9.062665788,157836309866,400000
llama-3b,temperature,4,10.069572315,157864093974,400000
llama-3b,temperature,4,11.076504036,157892660246,400000
llama-3b,temperature,4,12.083444475,157920822406,400000
llama-3b,temperature,4,13.090186660,157949339789,400000
llama-3b,temperature,4,14.097654335,157972284493,4100000
llama-3b,temperature,4,15.105979811,157995625132,4099958
llama-3b,temperature,4,16.113822983,158019131969,3897719
llama-3b,temperature,4,17.121902455,158037828210,3400034
llama-3b,temperature,4,18.132089521,158052381456,3400034
llama-3b,temperature,4,19.141652023,158066745494,3500000
llama-3b,temperature,4,20.151160366,158081337803,3502290
llama-3b,temperature,4,21.161084734,158096045041,3598431
llama-3b,temperature,4,22.170941847,158110869099,3500000
llama-3b,temperature,4,23.180105373,158125596418,3500000
llama-3b,temperature,4,24.189179470,158140483159,400000
llama-3b,temperature,4,25.198358630,158155338834,400000
llama-3b,temperature,4,26.207219662,158170239492,3600000
llama-3b,temperature,4,27.216204126,158185154859,400000
llama-3b,temperature,4,28.225417281,158200145604,400000
llama-3b,temperature,4,29.234091633,158215148923,3600000
llama-3b,temperature,4,30.243207140,158230067036,3600000
llama-3b,temperature,4,31.252178148,158245090680,1704825
llama-3b,temperature,4,32.261078459,158260225712,400000
llama-3b,temperature,4,33.270985744,158275172634,3599960
llama-3b,temperature,4,34.280244851,158290283374,3499964
llama-3b,temperature,4,35.289597162,158305433848,3499961
llama-3b,temperature,4,36.299120260,158320511934,3500000
llama-3b,temperature,4,37.308457438,158335557062,3470328
llama-3b,temperature,4,38.317915590,158350559404,3600036
llama-3b,temperature,4,39.327335559,158365618630,3534400
llama-3b,temperature,4,40.336007714,158380736878,3600039
llama-3b,temperature,4,41.345198498,158395997032,400000
llama-3b,temperature,4,42.354817693,158411115340,3500000
llama-3b,temperature,4,43.364610925,158426163885,1524643
llama-3b,temperature,5,.000844366,158461385170,400000
llama-3b,temperature,5,1.006870906,158481129138,400359
llama-3b,temperature,5,2.013585449,158500920591,4100000
llama-3b,temperature,5,3.020204719,158529173082,400000
llama-3b,temperature,5,4.027363493,158556936378,400000
llama-3b,temperature,5,5.034609502,158584748563,400000
llama-3b,temperature,5,6.041388561,158613391861,400000
llama-3b,temperature,5,7.048607718,158641505741,400000
llama-3b,temperature,5,8.055239639,158669944450,400000
llama-3b,temperature,5,9.062175099,158698866557,400000
llama-3b,temperature,5,10.069034129,158727322355,400000
llama-3b,temperature,5,11.075845255,158755537127,400000
llama-3b,temperature,5,12.082849889,158784243230,400000
llama-3b,temperature,5,13.089894842,158812644219,4100000
llama-3b,temperature,5,14.096573115,158835859675,400000
llama-3b,temperature,5,15.103901540,158855977482,3900000
llama-3b,temperature,5,16.111705648,158874510028,3900000
llama-3b,temperature,5,17.120566453,158891719639,3178694
llama-3b,temperature,5,18.129554353,158906416990,3400034
llama-3b,temperature,5,19.139201825,158921076742,400000
llama-3b,temperature,5,20.148420411,158935712691,3500000
llama-3b,temperature,5,21.158196018,158950478827,3600036
llama-3b,temperature,5,22.167455194,158965339995,3599963
llama-3b,temperature,5,23.176411787,158980173270,3600036
llama-3b,temperature,5,24.185537839,158995042190,3303522
llama-3b,temperature,5,25.194402125,159010005042,3500035
llama-3b,temperature,5,26.203389653,159024918822,3600000
llama-3b,temperature,5,27.212510880,159040006491,3252907
llama-3b,temperature,5,28.221462934,159054975874,3500152
llama-3b,temperature,5,29.231118499,159070015020,2320423
llama-3b,temperature,5,30.240044341,159084965605,3600038
llama-3b,temperature,5,31.249338171,159100086233,3500039
llama-3b,temperature,5,32.258887444,159115113477,3499957
llama-3b,temperature,5,33.267892278,159130236119,399639
llama-3b,temperature,5,34.277083023,159145226254,3599962
llama-3b,temperature,5,35.286640810,159160370563,3603715
llama-3b,temperature,5,36.296073331,159175490703,3501592
llama-3b,temperature,5,37.305447294,159190553225,3500154
llama-3b,temperature,5,38.314646268,159205719568,3480807
llama-3b,temperature,5,39.324696411,159220762437,3500000
llama-3b,temperature,5,40.333748029,159235857064,3600000
llama-3b,temperature,5,41.343113931,159250986115,3500000
llama-3b,temperature,5,42.352254451,159266075065,400000
llama-3b,temperature,5,43.361552552,159281222915,3600000
llama-3b,top_p,1,.000852208,159323265715,400000
llama-3b,top_p,1,1.006857461,159342948587,440627
llama-3b,top_p,1,2.013430310,159362387990,4100000
llama-3b,top_p,1,3.020505561,159390801064,4100041
llama-3b,top_p,1,4.027266310,159419280301,4100000
llama-3b,top_p,1,5.034232586,159447980972,4100000
llama-3b,top_p,1,6.041042441,159475985234,400000
llama-3b,top_p,1,7.047755106,159504268792,400000
llama-3b,top_p,1,8.055094302,159529351369,400000
llama-3b,top_p,1,9.064322102,159544222730,3199930
llama-3b,top_p,1,10.074327888,159558743689,3200000
llama-3b,top_p,1,11.084741983,159573259704,3200032
llama-3b,top_p,1,12.095400408,159587918358,400000
llama-3b,top_p,1,13.105722945,159602655381,400000
llama-3b,top_p,1,14.116350616,159617368600,400000
llama-3b,top_p,1,15.126162985,159631800814,3500039
llama-3b,top_p,1,16.136155533,159646656794,3500000
llama-3b,top_p,1,17.145159707,159661633867,3400042
llama-3b,top_p,1,18.154674537,159676592081,3232004
llama-3b,top_p,1,19.164160574,159691540041,3400000
llama-3b,top_p,1,20.173802251,159706522851,400000
llama-3b,top_p,1,21.184223420,159721492845,3354213
llama-3b,top_p,1,22.194977091,159736313364,3599366
llama-3b,top_p,1,23.204395840,159751419221,3500000
llama-3b,top_p,1,24.213417340,159766387810,3302892
llama-3b,top_p,1,25.222460801,159781451126,3600000
llama-3b,top_p,1,26.232769148,159796446693,1682331
llama-3b,top_p,1,27.241942116,159811582763,3600000
llama-3b,top_p,1,28.251409474,159826756858,3600038
llama-3b,top_p,1,29.260308096,159841831709,3600042
llama-3b,top_p,1,30.269343106,159856940008,3600041
llama-3b,top_p,1,31.278471072,159872011869,3499963
llama-3b,top_p,1,32.287643112,159887102162,3500000
llama-3b,top_p,1,33.296780313,159902196606,3600000
llama-3b,top_p,1,34.306278795,159917368381,3500339
llama-3b,top_p,1,35.315433249,159932483455,3600000
llama-3b,top_p,1,36.324503837,159947582110,3605513
llama-3b,top_p,1,37.333954102,159962681253,3600036
llama-3b,top_p,1,38.343515818,159977828004,3500000
llama-3b,top_p,1,39.352695967,159992829675,3600000
llama-3b,top_p,1,40.361996076,160008030686,3599963
llama-3b,top_p,1,41.371317704,160023253486,3600000
llama-3b,top_p,1,42.380351036,160038328887,3481403
llama-3b,top_p,1,43.389276048,160053399832,3600000
llama-3b,top_p,1,44.398810845,160068518079,3599955
llama-3b,top_p,1,45.408276654,160083669896,3600036
llama-3b,top_p,2,.000884362,160126268298,487834
llama-3b,top_p,2,1.007033124,160142923834,4700000
llama-3b,top_p,2,2.013776718,160163558730,400000
llama-3b,top_p,2,3.020524537,160191913882,400000
llama-3b,top_p,2,4.027120247,160219715080,4090933
llama-3b,top_p,2,5.034175901,160248165386,400000
llama-3b,top_p,2,6.041507572,160276629119,400000
llama-3b,top_p,2,7.048392651,160305240130,4100000
llama-3b,top_p,2,8.055763093,160333911077,467663
llama-3b,top_p,2,9.062531869,160362597466,4099958
llama-3b,top_p,2,10.069288351,160390858624,4600000
llama-3b,top_p,2,11.076294086,160418990754,4100000
llama-3b,top_p,2,12.083381665,160447588459,4100000
llama-3b,top_p,2,13.090327207,160475919869,4100000
llama-3b,top_p,2,14.097517547,160499284311,400000
llama-3b,top_p,2,15.104955163,160522552257,4099958
llama-3b,top_p,2,16.112402677,160545715466,4102887
llama-3b,top_p,2,17.119904462,160568834120,400000
llama-3b,top_p,2,18.127366365,160591875260,400000
llama-3b,top_p,2,19.134594677,160614344380,4093633
llama-3b,top_p,2,20.142256794,160632333470,3502149
llama-3b,top_p,2,21.151626090,160646822690,3400038
llama-3b,top_p,2,22.161087753,160661362448,3500000
llama-3b,top_p,2,23.170750354,160675887557,3229016
llama-3b,top_p,2,24.180369588,160690656929,3344469
llama-3b,top_p,2,25.189669684,160705421417,3500000
llama-3b,top_p,2,26.199616681,160720253472,3500035
llama-3b,top_p,2,27.209878561,160735091446,3500000
llama-3b,top_p,2,28.219131505,160749879006,3500000
llama-3b,top_p,2,29.228377428,160764795777,3600976
llama-3b,top_p,2,30.237264351,160779772912,3600000
llama-3b,top_p,2,31.246190493,160794603318,3449143
llama-3b,top_p,2,32.255155491,160809632942,3600000
llama-3b,top_p,2,33.264222633,160824623505,400000
llama-3b,top_p,2,34.273535761,160839647819,400000
llama-3b,top_p,2,35.282639849,160854739211,3502890
llama-3b,top_p,2,36.292368867,160869691199,400000
